0,ffd8ffe000104a46,True,559269814,1197822924,1203038066,308955945,7909975834037863266,4
1,494600010101012c,True,1892064295,367065251,2416723531,3786021961,7066776208358894288,24
2,012c0000ffe1008e,True,1339061394,1997155526,1718272540,1525612278,9117268960316393342,20
3,4578696600004d4d,True,386699074,4201718723,3959143720,3420149299,17007764605826437998,1
4,002a000000080002,True,4288887838,884408079,3380756191,1253637352,15588890698507228739,26
5,0112000300000001,True,51585545,2104297662,1146124872,1017522149,17371810476679491265,1
6,0001000087690004,True,421105850,2696781299,1590929343,301368735,1786340499729063328,26
7,0000000100000026,True,2408107436,136968038,859811277,354732578,11198044124139060885,17
8,0000000000049003,True,1941620671,387228695,1613721296,432225840,11943252861768024510,2
9,0002000000140000,True,303845533,2367742936,1085959295,3466319577,12073926264694949020,24
10,005c900400020000,True,672756930,3565449066,1645312001,1599815974,12449649578754954301,11
11,0014000000709291,True,2591813982,3070592471,540912500,811417726,15308772923751709198,13
12,0002000000033030,True,417941371,3810862071,2618142109,3024152705,9014136419481143400,2
13,0000929200020000,True,1406822316,4041994468,1854986665,2604933001,10184985893280953878,11
14,0003303000000000,True,3555350318,1091954059,2635833882,1985147832,8941837876269017756,21
15,0000323031363a31,True,1053239138,1871342874,688947403,4188546329,5519331310598507409,22
16,313a32322031303a,True,1943624682,3301209467,3331977448,2705619010,7362629309056621483,10
17,35313a3235003230,True,2166369917,355272374,2023621947,2404176997,2801599618028206973,31
18,31363a31313a3232,True,1873829857,1001711309,129123837,185083365,9927696209483388054,7
19,2031303a35313a32,True,1196968817,4007558407,1510656753,2234692362,16081946981933405406,26
20,35000000ffe1019c,True,2349492654,3457122531,820761421,989971053,407167221480933878,25
21,687474703a2f2f6e,True,1579937992,110852434,1980327519,1621361136,9681091547579371151,5
22,732e61646f62652e,True,1725347133,3162511675,2756550706,2195142669,13482469355546394988,9
23,636f6d2f7861702f,True,658765201,1564904078,4263454553,3776845339,13557803668412200357,9
24,312e302f003c3f78,True,18831385,373675130,1482625571,1212292482,8948083479826955154,30
25,7061636b65742062,True,1025730772,2942744107,3961757108,1924711175,17209896661484854598,4
26,6567696e3d27efbb,True,4115403069,1444161666,736371971,2182851089,3427315827955448702,24
27,bf272069643d2757,True,3942980891,1639943210,967217028,1850163609,4555661591764641703,8
28,354d304d70436568,True,408061052,1989367902,3382849672,847631416,11710950820359320051,1
29,69487a7265537a4e,True,1717422975,1898424959,4257183623,1226869163,892342218561208833,20
30,54637a6b63396427,True,644274256,3572290880,1639503841,915525496,6628534780711110905,18
31,3f3e0d0a3c783a78,True,2435974782,4082844284,2081610496,3056929872,6322593384568295138,30
32,6d706d6574612078,True,1965406527,2790086733,1636500927,4173507146,704930148499679000,22
33,6d6c6e733a783d22,True,1567391342,2126459236,1569473106,2398048187,13446125610609939377,14
34,61646f62653a6e73,True,2574804990,3285702803,4020023515,2565910274,844038139504269676,5
35,3a6d6574612f223e,True,2344792289,281177102,2422480234,2867732758,15103850753441469340,11
36,3c7264663a524446,True,3952788902,3098530127,2158222449,3518007187,459401664958328013,2
37,20786d6c6e733a72,True,453389867,31152399,2676564804,1686993227,14250371830269715629,7
38,64663d2268747470,True,1265205764,2448559775,480162379,4166907908,2540227276042008248,13
39,3a2f2f7777772e77,True,526729450,4118655988,2316215796,2629639735,8650957338371987682,6
40,332e6f72672f3139,True,3996435032,3847969263,751052665,3757531515,6471370068746964737,23
41,39392f30322f3232,True,220027037,2593770132,2410371249,200989024,5943849038337840084,28
42,2d7264662d73796e,True,1631830333,822787456,822958563,2022124819,10823584601678068468,20
43,7461782d6e732322,True,1419254175,4168836889,2215694553,2117490835,6459922368775867247,23
44,3e3c7264663a4465,True,1206180774,495362251,602534741,3454409371,5787650916042697351,6
45,736372697074696f,True,1983338246,74345195,994164580,953846293,2621840696174911638,15
46,6e207264663a6162,True,3130083060,1705694614,336353628,3035697619,704128238449019055,10
47,6f75743d22757569,True,107621512,2222439356,1020112737,17060456,16735070931845748178,28
48,643a666166356264,True,2343372760,1884948109,1549086243,678590161,17773294565438392547,12
49,64352d626133642d,True,1408535661,1655816629,1120246934,3256465760,13016941077014813230,9
50,313164612d616433,True,4163468367,218507465,3636070373,3998276155,5130087569789013814,25
51,312d643333643735,True,844031534,2878100822,2325308136,2425093693,9340928548481907668,3
52,3138326631622220,True,2245608031,2428442272,1940710460,630316359,1361122652310649275,21
53,786d6c6e733a786d,True,3233842863,2170819772,2960352659,3593263260,11426077987012281338,2
54,703d22687474703a,True,3275079367,697285356,2018998629,3345683672,11521583005191636795,29
55,2f2f6e732e61646f,True,2229867662,2028165733,3859179978,4265585288,5406296683023011289,24
56,62652e636f6d2f78,True,4106936207,3593180483,3126691458,995821055,14895497760251142251,8
57,61702f312e302f22,True,997125473,2125163524,4051032632,2801548470,7478067864344110673,10
58,3e3c786d703a4372,True,1855609745,282475017,3609466568,3578350256,8187454207230866222,31
59,6561746544617465,True,1639544742,4233494807,371028987,1565182566,2881922654547087157,31
60,3e323031362d3131,True,2230414459,1734887925,2082216599,843304846,11593578284614621330,13
61,2d32325431303a35,True,3830783620,2421984318,1354589470,2278509001,16354498657910012261,30
62,313a32353c2f786d,True,1833054723,2452921590,697493916,2397584436,471516024877143393,7
63,703a437265617465,True,1968005130,716225303,1126236303,1079914917,8713869492474882106,10
64,446174653e3c2f72,True,2696999213,2223184159,3323529460,3421406492,2452363134002422024,8
65,64663a4465736372,True,1014440859,2598563190,3014158220,2984322744,5722846098612178324,27
66,697074696f6e3e3c,True,79349667,699655501,1570429634,167927610,2908269706656011763,28
67,2f7264663a524446,True,1330018066,2628474340,3190301061,1219359004,5823296982127284872,1
68,3e3c2f783a786d70,True,4113426935,2953582739,1864986310,3721984878,11704352488830665979,4
69,6d6574613e0d0a3c,True,2859020165,1662993312,1411442399,2858547620,7507545308214918938,5
70,3f787061636b6574,True,373897673,1596046385,354179646,3730617523,7015548446068016916,20
71,20656e643d277727,True,1023016855,3770601901,1602878982,2030062586,15780030919494921695,3
72,3f3effdb00430010,True,3726376754,1671334163,566694798,153510883,10270502257481156319,18
73,0b0c0e0c0a100e0d,True,3252106796,3807163169,3153208978,2148914856,12132449199571343053,18
74,0e1211101318281a,True,2858790512,919810248,1941467851,759528950,15974488645453136140,18
75,181616183123251d,True,3225083669,3512581277,4148785928,110078792,18200516122662056087,8
76,283a333d3c393338,True,421621112,1263576827,1439303377,493241415,12770077952432954329,12
77,3740485c4e404457,True,2924909475,3938891821,3203717902,1899949291,4470557540888483764,29
78,453738506d51575f,True,2525301581,2411736219,2042854367,2264948265,13081782434391666444,6
79,626768673e4d7179,True,1847007683,2419959108,2692317987,1888905164,18228544012664700949,25
80,7064785c656763ff,True,1637962560,2269883160,1742004229,2425452538,16121380549650758735,17
81,db00430111121218,True,3805652972,3862643819,2566261787,1327345922,17537963236459610363,17
82,15182f1a1a2f6342,True,3975807362,2091385024,2012823866,538127741,13638483724768348614,2
83,3842636363636363,True,3368967170,3285639583,2608602626,2439308406,1626759255654636371,17
84,6363636363636363,True,953595928,1495801847,2779317235,3518960027,3477791368743919175,22
85,6363636363636363,True,431869762,3523521907,1071476895,1306694076,8391217018857998536,18
86,6363636363636363,True,60045745,3086484426,3186915069,1047983582,2016027531267271678,20
87,6363636363636363,True,2803563474,140175869,574399346,2318897386,5316459485248042336,14
88,6363636363636363,True,1981756367,3752152393,1890235151,2697953476,7470415535634603379,10
89,63636363ffc00011,True,3142833261,1032053172,1635229003,3450406075,5479898460466458091,16
90,0803a20578030122,True,1325542279,2611786187,2603702647,1118866070,9979856614764343892,2
91,00021101031101ff,True,994585677,2656730894,3832539226,1908962928,12444496903098042582,31
92,c4001f0000010501,True,3990699339,2302149128,2210442220,2320477047,11030255806419086089,20
93,0101010101000000,True,3638398961,3412406997,1129878061,3533305673,9792101344934209536,9
94,0000000000010203,True,3577211386,3857711446,3405143381,2128246385,4291229162101554465,1
95,0405060708090a0b,True,1887543169,3693619482,4168257062,3045695781,1739527543686140126,16
96,ffc400b510000201,True,2486759379,2890708769,2175817495,636320131,1944325573539073313,13
97,0303020403050504,True,319110445,829290988,2570525241,2077783769,15866924199060017535,6
98,040000017d010203,True,3927905969,154510239,2334481083,1331313888,6642468484645354340,15
99,0004110512213141,True,623334950,1343223131,682393953,1467806661,11062462467364460608,27
100,0613516107227114,True,2844600435,475788889,4292264021,1495389194,1480375840646065666,2
101,328191a1082342b1,True,4028005728,1574041742,2182023878,1088695960,4323322662040951698,12
102,c11552d1f0243362,True,1697284349,911544783,4184286202,218641418,6303899667856192069,25
103,7282090a16171819,True,3101679992,4206686259,3611081972,3390004077,9281233900153649530,1
104,1a25262728292a34,True,3090654733,564734061,3597102074,2493739918,6261663009586445295,5
105,35363738393a4344,True,35751462,1686840080,2605854090,446648399,1882537208450158103,15
106,45464748494a5354,True,265215381,109201746,481952389,1792199063,305498539539553806,20
107,55565758595a6364,True,1617569111,1074006048,2223068944,2888635753,731758658358642325,15
108,65666768696a7374,True,550766807,1601742984,3315021523,743109192,14108303465806715825,8
109,75767778797a8384,True,3128777935,2982738938,276528944,3614833663,11707233163297925933,9
110,85868788898a9293,True,89541622,3108932748,318426816,2806241196,11467195231269919796,18
111,9495969798999aa2,True,499679525,248986671,3486892266,1895908031,12419780321690161151,31
112,a3a4a5a6a7a8a9aa,True,2913830457,3134122006,1076315752,3899548262,2871852878906538607,23
113,b2b3b4b5b6b7b8b9,True,1624018720,4165745766,3982359661,3320558596,9351868192664615464,31
114,bac2c3c4c5c6c7c8,True,182884472,3350011905,1176650382,2105404654,8334458256896423088,20
115,c9cad2d3d4d5d6d7,True,3354502603,2503268835,3109782505,2313450425,16969848427919430989,29
116,d8d9dae1e2e3e4e5,True,3204148976,3141122978,783079932,3675045502,18284947345281633628,1
117,e6e7e8e9eaf1f2f3,True,1814480787,3649261224,1146662277,3837341578,2083793192489193063,15
118,f4f5f6f7f8f9faff,True,1569631516,2304768677,2335990816,3463507131,2379153423474134693,29
119,c4001f0100030101,True,4289287532,1435017253,22209917,1348124475,6664713572744269698,26
120,0101010101010100,True,3908199307,440700907,2977156228,4174198140,9729783893078919569,3
121,0000000000010203,True,920446611,4026105062,789818931,1578804531,292217628668650628,19
122,0405060708090a0b,True,928812071,3771696439,3527550747,183209736,12733707144976470775,25
